holiday,temp,clouds_all,weather_main,traffic_volume,hour,Weekday
no,292.43,90,Drizzle,250,2,3
no,290.68,1,Clear,404,3,5
no,256.37,75,Clouds,2164,7,6
no,289.38,75,Clouds,4088,12,7
no,269.37,75,Fog,1821,8,6
no,274.08,90,Mist,900,0,7
yes,290.82,1,Clear,655,0,4
no,284.82,90,Mist,2527,20,1
no,286.62,90,Clouds,4746,18,3
no,299.43,1,Clear,5517,11,5
no,248.15,1,Clear,5300,6,4
no,274.42,75,Clouds,3742,21,6
no,274.09,90,Clouds,2017,22,2
no,291.04,40,Clouds,4081,9,5
no,275.28,90,Drizzle,804,23,2
no,286.95,90,Thunderstorm,1167,6,6
no,284.58,5,Clear,6452,7,3
no,288.765,64,Clouds,5179,14,1
no,271.36,64,Mist,6789,7,5
no,290.67,24,Mist,6506,7,6
no,292.15,1,Clear,3837,19,7
no,283.43,90,Drizzle,676,0,1
no,275.76,90,Rain,312,3,4
no,301.41,5,Clear,4484,12,6
no,267.35,90,Clouds,5473,6,5
no,291.44,90,Rain,5332,6,5
no,263.81,20,Clouds,4920,13,4
no,278.95,68,Rain,424,1,5
no,292.48,1,Clear,887,23,2
no,282.35,100,Rain,4339,11,6
no,277.14,90,Mist,2159,21,1
no,290.98,1,Haze,6278,17,4
no,285.22,1,Clear,6487,16,7
no,287.79,1,Haze,5370,11,6
no,256.44,93,Clouds,2258,23,6
no,271.07,5,Clear,3729,19,5
no,261.49,90,Mist,2935,23,5
no,278.55,90,Drizzle,357,1,4
no,287.91,1,Thunderstorm,2954,5,1
no,280.15,90,Mist,253,2,5
no,266.4,64,Snow,2488,5,3
no,263.03,1,Clear,350,1,3
no,282.715,0,Clear,429,1,5
no,279.4,90,Clouds,6943,7,3
no,304.65,8,Clear,5837,12,5
no,290.91,1,Clear,548,2,6
no,284.05,0,Clear,5531,6,4
no,249.59,1,Clear,1554,23,6
no,268.21,75,Clouds,2604,20,2
no,274.58,75,Clouds,3185,8,6
no,298.95,1,Clear,3186,20,4
no,296.15,1,Clear,10,21,3
no,277.78,0,Clear,6715,7,3
no,286.665,0,Clear,4469,11,2
no,303.29,40,Clouds,3471,20,5
no,296.21,40,Clouds,4970,18,2
no,288.35,90,Rain,6299,8,1
no,261.14,75,Snow,3485,10,6
no,291.62,1,Fog,382,1,4
no,281.42,90,Rain,3083,23,6
no,287.36,90,Clouds,1103,6,2
no,293.58,90,Rain,4049,17,7
no,271.65,1,Fog,474,2,6
no,298.88,1,Clear,6781,16,3
no,277.93,90,Drizzle,5285,13,1
no,289.02,1,Mist,752,4,4
no,265.36,1,Clear,2206,21,7
no,288.39,40,Clouds,2623,5,5
no,299.73,1,Clear,4675,13,3
no,284.66,20,Clouds,2769,5,3
no,295.89,8,Clear,5249,12,7
no,273.22,1,Clear,539,0,1
no,287.17,20,Clouds,5457,14,3
no,287.46,40,Clouds,4928,14,3
no,268.24,64,Clouds,984,7,4
no,270.07,1,Clear,2809,5,3
no,279.45,91,Rain,5777,7,5
no,281.95,93,Mist,1002,23,7
no,270.95,90,Mist,420,1,6
no,280.37,40,Mist,2763,5,5
no,293.64,90,Drizzle,2105,21,1
no,291.0,1,Mist,1680,22,1
no,275.01,1,Clear,3016,5,5
no,300.36,75,Clouds,5407,14,4
no,275.22,1,Clear,3268,19,3
no,288.774,0,Clear,5687,17,2
no,273.43,75,Clouds,6374,16,1
no,266.9,90,Mist,5122,14,1
no,295.38,1,Clear,4257,13,3
no,275.69,90,Drizzle,1809,20,4
no,273.86,90,Clouds,5010,15,6
no,287.15,5,Clear,4458,9,1
no,289.55,90,Rain,4039,12,1
no,284.15,1,Clear,1797,23,3
no,262.75,1,Clear,1142,0,7
no,297.42,12,Clouds,385,1,4
no,267.9,90,Snow,5179,9,7
no,297.2,1,Clear,5598,14,4
no,287.15,90,Drizzle,5783,9,2
no,273.73,90,Clouds,2657,17,4
no,271.44,90,Snow,1162,23,6
no,284.41,40,Drizzle,830,4,1
no,280.57,1,Clear,6990,7,2
no,274.49,1,Clear,2237,21,7
no,261.03,64,Clouds,4790,12,3
no,277.01,90,Drizzle,289,4,7
no,298.81,0,Clear,6077,17,6
no,287.29,1,Mist,252,2,2
no,286.11,0,Mist,396,3,7
no,268.16,90,Clouds,1051,23,7
no,298.62,40,Clouds,4681,18,5
no,290.7,1,Fog,735,2,2
no,292.3,75,Mist,1314,7,7
no,285.72,1,Clear,377,1,5
no,297.407,8,Clear,332,3,1
no,290.62,1,Clear,4803,13,1
no,294.97,20,Clouds,3058,21,5
no,281.95,40,Clouds,4818,12,3
no,301.82,40,Clouds,3127,20,4
no,267.79,90,Snow,4906,12,4
no,272.81,90,Drizzle,2066,21,1
no,301.57,40,Rain,5586,17,3
no,296.36,75,Clouds,5179,14,2
no,280.44,90,Clouds,4282,11,5
no,288.14,75,Clouds,1469,23,7
no,290.48,75,Clouds,6742,16,7
no,295.81,92,Rain,2917,21,5
no,269.49,1,Clear,3006,20,2
no,265.62,90,Mist,399,4,6
no,278.12,90,Clouds,3258,20,4
no,264.07,1,Clear,286,2,5
no,274.15,90,Drizzle,5266,16,2
no,265.83,5,Clear,3641,11,4
no,251.15,1,Clear,480,2,6
no,252.09,1,Clear,2141,20,1
no,263.33,64,Snow,538,7,3
no,271.72,1,Clear,2687,23,6
no,275.95,90,Mist,4501,15,6
no,293.83,1,Clear,4736,12,7
no,265.72,90,Mist,2453,20,5
no,293.4,1,Clear,1285,23,2
no,296.93,40,Clouds,3193,18,6
no,302.15,20,Clouds,4990,13,6
no,255.58,1,Clear,2330,21,2
no,284.58,0,Clear,573,0,6
no,281.51,1,Mist,259,2,7
no,275.17,1,Clear,2072,7,7
no,286.52,75,Clouds,4401,18,4
no,266.29,90,Snow,1593,21,1
no,276.793,64,Clouds,690,1,6
no,280.36,90,Drizzle,1082,23,3
no,287.48,80,Mist,4385,10,5
no,295.44,90,Rain,5023,6,4
no,261.14,90,Snow,2957,21,5
no,289.48,90,Rain,511,2,6
no,285.227,48,Clouds,6257,16,3
no,299.84,0,Clear,5882,15,4
no,294.0,1,Mist,2875,5,2
no,281.77,0,Clear,1186,0,2
no,276.62,90,Drizzle,980,23,1
no,293.25,90,Fog,5245,8,5
no,276.35,90,Mist,1010,23,3
no,292.58,75,Rain,3035,19,7
no,276.88,90,Clouds,756,1,2
no,279.178,80,Clouds,2993,19,3
no,294.07,75,Mist,495,1,4
no,275.34,90,Clouds,2234,20,2
no,265.51,90,Mist,2565,9,6
no,257.97,1,Clear,1347,22,1
no,275.62,90,Drizzle,3584,10,7
no,301.95,1,Clear,4503,14,1
no,290.15,1,Clear,1204,23,3
no,301.43,20,Clouds,5636,17,2
no,294.08,90,Rain,4375,10,1
no,292.86,1,Rain,345,3,2
no,260.34,64,Clouds,1313,23,2
no,275.62,90,Clouds,1006,6,6
no,249.08,1,Clear,416,1,2
no,295.15,1,Clear,4578,18,2
no,268.68,1,Clear,4310,12,5
no,282.43,90,Clouds,3233,19,1
no,295.26,12,Clouds,3689,19,5
no,290.51,75,Clouds,513,3,7
no,288.81,90,Rain,5801,7,3
no,269.3,75,Clouds,5446,6,4
no,284.263,68,Clouds,5257,15,5
no,301.1,0,Clear,3202,20,7
no,292.48,40,Clouds,770,2,2
no,292.63,75,Clouds,4952,13,2
no,285.43,90,Rain,1356,6,1
no,298.01,75,Clouds,4829,10,3
no,298.98,0,Clear,5960,12,6
no,274.75,90,Rain,2704,20,3
no,292.96,36,Mist,2413,21,1
no,273.46,90,Clouds,5378,9,3
no,269.59,90,Snow,2410,5,5
no,292.15,5,Clear,5788,8,2
no,290.96,1,Clear,2855,5,1
no,271.35,75,Clouds,4732,12,5
no,299.65,75,Rain,2611,20,1
no,286.38,90,Clouds,5577,12,6
no,262.65,1,Clear,593,0,1
no,278.083,0,Clear,426,3,5
no,276.91,90,Drizzle,6365,17,2
no,283.48,90,Rain,3048,19,6
no,283.71,1,Clear,5531,9,7
no,301.65,40,Clouds,5403,14,5
no,295.93,1,Clear,1560,23,2
no,296.15,1,Clear,6977,16,1
no,259.57,1,Clear,2795,20,2
no,271.09,90,Mist,1755,9,6
no,288.84,1,Mist,359,2,7
no,297.33,40,Clouds,4607,10,2
no,279.0,90,Haze,3243,18,7
no,277.42,90,Clouds,2929,21,5
no,267.95,1,Clear,418,1,3
no,287.61,1,Clear,5366,9,3
no,274.8,64,Clouds,797,23,1
no,256.22,1,Clear,853,4,4
no,292.02,90,Rain,492,0,1
no,274.67,90,Snow,4991,12,5
no,279.88,1,Clear,777,4,5
no,288.58,1,Clear,366,1,1
no,288.15,90,Drizzle,3876,10,6
no,289.63,90,Clouds,570,0,1
no,296.28,1,Clear,6046,17,3
no,293.67,20,Clouds,284,2,1
no,299.87,40,Clouds,5927,15,2
no,295.53,1,Clear,2641,22,5
no,270.79,90,Haze,4493,16,7
no,277.04,64,Clouds,4926,10,5
no,276.79,90,Mist,3479,19,1
no,273.76,90,Clouds,2610,5,3
no,292.84,1,Clear,4638,10,5
no,280.67,36,Clouds,4925,9,3
no,275.15,90,Rain,3854,10,6
no,299.15,40,Clouds,5596,14,2
no,269.44,5,Clear,3181,20,6
no,289.89,1,Haze,328,2,3
no,273.48,90,Snow,6302,7,4
no,273.28,90,Snow,3715,19,5
no,299.18,1,Clear,2514,21,1
no,256.58,90,Snow,4564,17,5
no,253.65,40,Clouds,3172,18,1
no,270.99,75,Clouds,1073,23,2
no,283.29,1,Mist,2679,5,2
no,276.793,64,Clouds,1175,22,3
no,297.36,1,Clear,6176,16,2
no,274.48,90,Mist,935,23,3
no,294.09,75,Rain,3664,16,7
no,289.07,0,Clear,2934,22,5
no,279.34,20,Clouds,2793,21,1
no,285.58,75,Clouds,5877,6,1
no,250.78,1,Clear,4305,18,5
no,298.53,5,Clear,2894,21,2
no,292.67,1,Fog,870,4,1
no,270.95,90,Haze,4398,10,2
no,289.64,40,Rain,303,4,7
no,276.58,90,Rain,6218,7,4
no,259.91,1,Clear,3059,19,7
no,287.23,80,Mist,4870,9,5
no,273.22,90,Mist,3400,10,6
no,282.87,75,Clouds,2673,5,1
no,277.69,75,Clouds,1168,23,2
no,276.02,90,Drizzle,5536,9,4
no,259.31,90,Clouds,3178,7,5
no,272.15,90,Snow,3822,12,7
no,287.38,90,Clouds,3371,18,1
no,277.37,64,Clouds,4428,14,3
no,273.48,90,Rain,6302,7,4
no,298.43,0,Clear,5618,14,6
no,266.61,1,Clear,3071,18,7
no,269.53,1,Clear,3292,14,7
no,289.07,90,Mist,3460,19,3
no,272.35,90,Mist,964,23,1
no,270.969,0,Clear,5589,7,4
no,280.43,90,Clouds,4537,10,1
no,295.06,75,Clouds,3888,15,7
no,276.793,64,Clouds,277,1,7
no,267.06,90,Clouds,306,1,2
no,286.42,90,Rain,5652,17,1
no,252.65,1,Clear,292,1,3
no,297.72,40,Clouds,4832,14,6
no,265.51,75,Snow,2768,21,4
no,270.62,90,Fog,1849,17,7
no,254.72,40,Clouds,1766,22,3
no,282.76,90,Clouds,2781,20,7
no,267.09,64,Snow,4554,12,6
no,274.48,5,Fog,5877,9,2
no,299.67,40,Clouds,6518,16,1
no,295.83,1,Clear,1212,0,7
no,296.68,92,Rain,4373,13,7
no,305.77,1,Clear,4171,13,5
no,291.22,1,Clear,830,1,7
no,274.82,90,Clouds,5194,16,3
no,300.68,1,Clear,3664,19,3
no,299.28,1,Clear,5492,15,6
no,298.31,40,Clouds,4071,11,7
no,280.91,96,Drizzle,401,4,6
no,254.67,59,Clouds,3230,10,6
no,288.0,1,Mist,5156,6,5
no,297.96,1,Clear,2494,21,4
no,273.167,0,Clear,5153,9,2
no,269.67,64,Clouds,2911,19,1
no,276.22,90,Mist,5904,16,4
no,270.95,75,Clouds,1455,23,4
no,284.47,1,Mist,422,4,7
no,297.06,90,Thunderstorm,4735,13,2
no,275.82,90,Rain,2835,21,4
no,269.23,90,Clouds,3537,18,7
no,289.34,90,Mist,5496,14,3
no,272.65,1,Clear,2025,8,7
no,274.71,90,Mist,388,3,6
no,286.13,1,Clear,298,2,1
no,257.68,90,Snow,4217,11,1
no,289.69,90,Rain,1372,7,7
no,286.89,75,Clouds,1863,22,1
no,273.29,90,Clouds,3024,21,5
no,291.08,90,Mist,4930,9,3
no,266.95,90,Clouds,5433,17,5
no,295.54,1,Clear,3260,20,5
no,255.38,40,Clouds,542,2,6
no,271.52,75,Clouds,4315,10,1
no,271.47,75,Clouds,4390,9,7
no,291.52,90,Thunderstorm,816,1,7
no,289.64,100,Rain,2961,19,1
no,254.27,20,Clouds,6224,16,4
no,300.22,1,Clear,6698,16,3
no,295.58,20,Clouds,3519,21,6
no,280.57,1,Clear,299,1,5
no,277.84,1,Clear,5478,6,5
no,260.58,1,Clear,5058,6,3
no,274.88,90,Mist,344,3,2
no,272.67,90,Clouds,3761,21,5
no,295.54,90,Mist,5,17,6
no,272.18,90,Snow,3902,6,5
no,269.48,90,Clouds,1857,23,6
no,288.77,40,Rain,3550,19,7
no,284.0,90,Drizzle,5173,9,3
no,283.58,75,Clouds,5114,14,4
no,269.08,1,Clear,756,0,4
no,261.29,75,Haze,3580,11,7
no,268.35,1,Haze,1307,6,6
no,249.34,1,Clear,580,4,2
no,266.79,90,Clouds,590,0,1
no,297.981,44,Clouds,4416,10,7
no,285.07,1,Mist,4631,6,5
no,275.69,1,Clear,4258,10,1
no,279.669,0,Clear,3390,20,3
no,267.65,1,Clear,6608,16,3
no,280.52,1,Clear,1463,6,5
no,292.08,90,Mist,3013,5,4
no,276.64,90,Clouds,357,1,6
no,299.11,75,Clouds,4738,13,6
no,297.58,1,Clear,4953,18,2
no,284.15,90,Clouds,6250,17,1
no,295.15,40,Clouds,5384,11,5
no,255.58,1,Clear,6603,16,4
no,273.86,90,Fog,5092,13,5
no,273.37,20,Clouds,698,5,7
no,263.3,5,Clear,3112,20,1
no,282.35,90,Drizzle,5743,17,1
no,273.33,90,Fog,4728,18,5
no,255.18,64,Snow,4344,10,1
no,286.84,1,Clear,4345,10,5
no,275.72,90,Drizzle,4167,18,5
no,287.2,80,Clouds,4406,12,2
no,294.64,44,Clouds,1803,7,7
no,300.28,1,Clear,3385,19,6
no,268.88,90,Clouds,1152,7,4
no,289.65,90,Mist,1875,23,5
no,299.3,68,Clouds,2871,21,1
no,286.62,92,Mist,6013,8,7
no,292.69,75,Clouds,4757,13,1
no,289.65,8,Clear,1028,0,5
no,266.6,90,Snow,5451,12,5
no,294.69,40,Rain,1607,7,5
no,299.97,20,Clouds,3251,20,4
no,300.71,8,Clear,5110,15,1
no,282.049,92,Rain,270,3,6
no,283.58,93,Mist,2439,21,7
no,296.93,20,Clouds,662,0,2
no,282.22,90,Drizzle,2977,20,6
no,271.88,90,Mist,3190,20,6
no,270.33,1,Clear,2571,5,5
no,255.93,1,Mist,676,5,6
no,296.85,90,Clouds,6550,17,1
no,290.98,90,Clouds,453,1,1
no,288.39,1,Clear,863,4,2
no,265.04,75,Haze,1384,22,6
no,286.45,1,Mist,2998,5,4
no,296.4,40,Clouds,4247,17,2
no,276.28,90,Drizzle,705,0,5
no,269.37,75,Mist,1821,8,6
no,277.34,90,Clouds,6299,17,3
no,297.75,1,Clear,1293,23,4
no,280.35,90,Rain,2951,19,7
no,269.84,90,Haze,1720,22,2
no,274.72,90,Rain,2176,19,7
no,271.21,64,Clouds,4130,11,6
no,289.19,40,Clouds,4706,12,2
no,288.55,1,Clear,414,4,4
no,271.09,40,Snow,3145,8,4
no,299.58,75,Clouds,3976,19,5
no,284.23,5,Clear,2987,20,1
no,289.2,1,Clear,737,0,3
no,299.5,75,Clouds,5192,13,2
no,279.04,64,Clouds,4444,9,3
no,276.29,90,Mist,5687,15,2
no,282.68,90,Clouds,5315,12,5
no,270.34,1,Clear,3500,11,7
no,265.27,1,Clear,3698,22,7
no,296.67,0,Clear,1252,0,2
no,276.0,64,Rain,5542,12,7
no,293.87,1,Clear,3276,19,3
no,286.59,40,Haze,5598,12,5
no,286.69,90,Rain,3030,21,6
no,282.75,75,Rain,4966,15,1
no,258.15,90,Clouds,4494,13,1
no,301.55,40,Clouds,3647,19,4
no,291.08,1,Clear,935,4,1
no,280.28,75,Clouds,447,5,7
no,292.12,48,Clouds,6683,7,3
no,258.01,90,Snow,4101,7,3
no,286.67,75,Clouds,2162,22,7
no,296.43,12,Clouds,4108,16,5
yes,260.17,64,Rain,712,0,3
no,273.58,75,Clouds,4115,13,7
no,260.92,90,Snow,3587,12,4
no,273.96,90,Clouds,3115,21,4
no,296.78,40,Thunderstorm,439,4,6
no,274.15,90,Snow,2400,16,7
no,287.15,90,Clouds,3228,20,3
no,287.28,40,Drizzle,2936,20,2
no,276.793,64,Clouds,3073,19,4
no,274.24,90,Mist,1452,8,4
no,292.25,90,Mist,3368,19,3
no,285.75,1,Haze,4661,11,1
no,276.23,90,Rain,5856,8,5
no,292.99,40,Clouds,4496,12,2
no,272.16,90,Snow,4389,16,6
no,294.27,90,Mist,4024,10,4
no,274.36,1,Clear,4550,17,6
no,276.08,90,Mist,5935,17,1
no,279.86,1,Clear,6739,7,5
no,294.55,40,Clouds,3250,19,6
no,287.78,90,Clouds,2617,21,3
no,274.95,90,Drizzle,3404,10,7
no,292.12,1,Rain,295,2,1
no,304.89,1,Thunderstorm,5993,15,5
no,302.12,76,Clouds,3095,14,6
no,294.02,40,Clouds,652,0,1
no,292.7,64,Clouds,2727,21,3
no,283.6,1,Rain,446,1,2
no,273.95,90,Snow,4804,12,1
no,289.51,90,Clouds,1012,23,6
no,272.69,40,Clouds,4977,11,6
no,281.15,1,Clear,3659,19,5
no,269.62,5,Clear,4090,19,6
no,272.21,90,Mist,2318,9,7
no,281.79,90,Drizzle,1776,22,2
no,271.53,90,Mist,3876,9,5
no,304.55,40,Clouds,4101,15,7
no,277.9,90,Clouds,4267,13,7
no,277.99,90,Drizzle,6015,6,2
no,262.82,1,Clear,1836,23,4
no,273.71,90,Rain,1337,7,7
no,257.93,90,Snow,5310,17,2
no,295.34,75,Clouds,2833,20,4
no,290.21,75,Drizzle,1387,0,7
no,274.21,90,Rain,4593,12,2
no,291.28,40,Clouds,6203,8,7
no,263.79,90,Clouds,4554,10,7
no,299.65,40,Clouds,3815,19,6
no,294.89,44,Clouds,2687,8,7
no,299.24,44,Clouds,4643,13,2
no,275.26,90,Rain,3021,10,7
no,271.86,1,Clear,841,0,4
no,291.16,40,Clouds,2261,0,6
no,279.87,90,Drizzle,922,1,7
no,287.68,0,Clear,6058,6,2
no,291.12,90,Rain,3010,19,6
no,288.99,1,Fog,971,6,2
no,275.55,90,Rain,6172,15,5
no,271.65,90,Snow,370,3,4
no,276.05,1,Clear,341,3,6
no,277.68,90,Rain,2100,23,7
no,290.18,90,Rain,4678,11,2
no,276.23,1,Clear,2507,21,3
no,284.09,90,Clouds,5169,14,4
no,271.22,40,Clouds,4050,16,7
no,272.22,1,Clear,984,1,5
no,252.21,1,Clear,2422,22,7
no,293.88,1,Rain,800,0,1
no,274.15,1,Clear,4728,13,1
no,299.88,90,Clouds,4489,15,6
no,292.22,75,Clouds,2526,21,2
no,272.72,90,Clouds,2138,7,2
no,290.75,90,Mist,5940,8,4
no,268.94,1,Clear,3402,19,4
no,291.69,90,Mist,2422,21,3
no,274.89,90,Fog,4001,17,5
no,289.14,90,Clouds,6691,7,1
no,261.44,40,Haze,2459,5,1
no,274.06,90,Snow,582,0,1
no,294.45,20,Clouds,2495,21,7
no,274.53,1,Clear,854,4,5
no,275.08,90,Rain,530,2,6
no,255.28,40,Clouds,5892,17,1
no,292.32,1,Rain,2560,23,5
no,249.9,20,Clouds,243,1,1
no,276.08,90,Mist,5726,17,3
no,301.92,1,Clear,4233,13,7
no,294.68,90,Rain,6556,16,2
no,281.7,90,Clouds,1364,22,4
no,270.58,90,Clouds,961,23,7
no,264.79,90,Mist,3924,12,5
no,278.55,1,Clear,2745,5,1
no,274.55,90,Clouds,1918,22,3
no,300.84,1,Haze,2792,18,2
no,290.02,90,Mist,581,0,3
no,273.08,90,Clouds,3653,19,5
no,291.01,75,Clouds,4283,15,6
no,284.22,40,Mist,4647,10,3
no,260.19,1,Clear,1747,10,2
no,270.09,90,Mist,1113,23,3
no,285.82,90,Rain,307,3,1
no,270.65,1,Clear,2613,21,2
no,279.22,40,Clouds,2450,22,4
no,285.55,1,Mist,5647,6,6
no,275.29,90,Mist,4593,10,3
no,264.79,75,Clouds,1695,8,7
no,275.06,64,Rain,6236,16,3
no,293.02,90,Mist,4926,9,6
no,278.9,75,Clouds,5743,14,5
no,271.14,90,Clouds,5529,6,1
no,300.38,90,Clouds,4037,13,1
no,293.77,90,Rain,3571,10,5
no,262.79,90,Mist,3168,9,5
no,291.62,90,Drizzle,4560,16,6
no,271.15,90,Clouds,2788,17,5
no,290.15,40,Clouds,913,6,4
no,300.82,5,Clear,2633,21,5
no,291.13,40,Mist,678,0,1
no,261.27,44,Clouds,4811,13,4
no,293.99,1,Clear,471,5,1
no,303.57,40,Clouds,4606,13,4
no,275.28,90,Rain,319,1,2
no,255.62,75,Clouds,779,4,3
no,291.76,1,Clear,4953,14,3
no,281.51,90,Clouds,4908,13,5
no,289.288,36,Rain,5994,15,4
no,292.56,75,Rain,4918,12,3
no,266.65,90,Haze,5346,12,5
no,285.15,1,Mist,5792,6,1
no,291.15,75,Clouds,2927,9,7
no,296.25,40,Rain,4766,13,3
no,271.22,90,Snow,2517,21,2
no,295.08,90,Rain,5530,16,3
no,283.88,90,Rain,2381,21,3
no,293.26,90,Rain,536,0,2
no,288.74,1,Clear,4270,10,7
no,291.41,90,Thunderstorm,3897,18,5
no,264.83,90,Haze,5747,15,4
no,256.61,1,Clear,1562,22,3
no,288.13,92,Rain,379,1,5
no,302.3,75,Clouds,6673,16,4
no,266.15,1,Clear,5298,13,1
no,266.02,75,Clouds,317,3,2
no,255.62,64,Clouds,2121,19,3
no,273.12,75,Clouds,5081,12,4
no,288.79,75,Rain,4534,11,6
no,278.08,1,Clear,1645,22,1
no,282.55,90,Haze,4234,11,6
no,292.16,75,Clouds,3307,10,7
no,291.35,90,Rain,2356,22,4
no,269.88,90,Clouds,4215,10,7
no,279.28,90,Clouds,5394,14,2
no,257.33,40,Snow,4432,12,1
no,279.027,92,Rain,1011,23,5
no,281.28,40,Mist,583,1,4
no,287.23,90,Clouds,439,4,5
no,279.15,5,Clear,6514,7,5
no,293.11,24,Clouds,3017,21,5
no,276.55,90,Mist,6695,7,4
no,267.69,1,Clear,1198,0,2
no,270.84,90,Clouds,6794,7,1
no,288.5,1,Rain,3138,19,2
no,293.4,1,Clear,2759,0,4
no,301.21,1,Clear,5420,15,4
no,288.15,90,Drizzle,1776,22,2
no,289.72,90,Mist,6863,7,3
no,293.86,75,Rain,4254,13,7
no,272.72,90,Snow,3260,16,4
no,272.44,1,Clear,837,0,5
no,263.35,90,Clouds,5192,11,5
no,295.52,40,Clouds,5334,12,3
no,289.35,5,Clear,4555,18,7
no,279.25,1,Clear,367,4,5
yes,281.96,1,Clear,572,0,5
no,296.72,75,Clouds,2624,21,7
no,276.29,90,Drizzle,5687,15,2
no,276.15,90,Mist,2501,5,5
no,275.09,1,Mist,382,3,5
no,276.23,90,Rain,5270,6,3
no,271.72,1,Clear,5909,15,5
no,267.03,90,Clouds,5611,15,5
no,272.21,90,Clouds,4989,12,2
no,289.44,1,Clear,1468,0,6
no,302.88,75,Clouds,4533,14,6
no,274.82,90,Rain,5610,7,3
no,266.42,90,Haze,3344,9,1
no,277.0,90,Rain,854,4,7
no,295.09,92,Clouds,4663,9,6
no,271.55,64,Snow,3355,19,3
no,273.74,90,Clouds,718,4,5
no,259.02,64,Rain,477,2,7
no,269.85,90,Clouds,6395,16,3
no,298.13,88,Clouds,4921,18,2
no,290.82,90,Clouds,6336,7,2
no,297.33,40,Rain,4573,18,2
no,286.78,90,Rain,815,6,7
no,296.77,40,Rain,2788,9,2
no,285.45,32,Mist,1065,7,5
no,287.3,1,Clear,460,1,1
no,293.5,90,Clouds,1754,22,1
no,278.38,75,Rain,1248,22,7
no,265.64,1,Clear,981,1,7
no,296.85,1,Clear,2363,23,3
no,275.96,90,Rain,5949,16,3
no,272.55,90,Snow,4717,11,6
no,263.93,64,Snow,272,4,7
no,263.02,87,Clouds,6274,7,2
no,288.82,40,Clouds,1313,23,2
no,248.77,1,Clear,2542,5,4
no,261.57,1,Clear,367,3,3
no,296.35,20,Clouds,674,0,1
no,301.19,1,Clear,5751,12,4
no,269.09,40,Clouds,5826,8,4
no,275.37,90,Rain,5335,8,3
no,285.69,0,Clear,552,0,4
no,260.08,0,Clear,2694,8,4
no,293.66,0,Clear,5294,12,3
no,256.21,0,Clear,1684,23,5
no,290.72,92,Rain,1870,22,2
no,298.28,64,Clouds,729,0,4
no,293.36,5,Clear,3327,22,6
no,271.52,90,Snow,5869,15,1
no,290.58,1,Clear,6562,16,4
no,266.51,1,Clear,391,3,4
no,297.53,1,Clear,3353,20,2
no,263.45,64,Clouds,4614,14,1
no,265.27,90,Mist,503,2,6
no,295.92,0,Clear,2064,22,7
no,295.02,1,Thunderstorm,863,4,3
no,287.23,75,Clouds,2684,21,5
no,268.8,64,Mist,2975,20,6
no,285.08,40,Clouds,574,0,2
no,294.8,0,Clear,2471,22,4
no,276.02,5,Clear,2150,21,7
no,273.15,90,Mist,845,4,2
no,288.48,0,Clear,6011,8,3
no,287.73,40,Clouds,411,1,4
no,271.61,90,Snow,2741,20,2
no,275.42,1,Clear,1532,22,2
no,295.29,48,Clouds,2137,23,6
no,283.4,90,Drizzle,4165,18,6
no,268.5,1,Clear,359,1,1
no,261.59,40,Haze,4863,14,3
no,291.88,56,Clouds,5067,11,3
no,281.08,40,Clouds,2912,20,1
no,290.46,75,Mist,3444,9,7
no,260.74,99,Clouds,4454,18,2
no,305.37,1,Clear,6184,15,4
no,294.06,1,Clear,5186,13,2
no,269.18,64,Rain,2683,14,3
no,299.73,0,Clear,4356,10,7
no,282.15,90,Haze,5138,12,4
no,285.37,1,Clear,1794,7,7
no,270.22,90,Snow,4627,6,5
no,272.46,90,Haze,2230,17,3
no,294.82,40,Clouds,6098,8,4
no,297.34,1,Clear,4759,11,3
no,267.99,90,Clouds,587,2,7
no,277.56,40,Clouds,3194,19,4
no,277.65,40,Clouds,2100,8,3
no,279.95,90,Rain,4566,14,7
no,283.29,90,Mist,5375,16,1
no,289.6,0,Clear,2756,5,7
no,277.02,40,Clouds,4989,14,1
no,293.0,90,Clouds,4247,18,6
no,283.55,40,Clouds,4496,14,7
no,274.29,1,Clear,4492,10,4
no,270.47,64,Mist,1103,6,2
no,265.55,1,Clear,633,0,3
no,305.35,20,Clouds,5010,15,7
no,274.26,90,Rain,4997,12,4
no,274.51,90,Mist,2449,20,7
no,293.26,68,Clouds,2398,22,4
no,293.53,90,Mist,4323,11,6
no,269.02,1,Mist,461,0,1
no,271.88,1,Clear,815,1,6
no,259.23,90,Clouds,4499,11,3
no,275.56,90,Snow,336,3,1
no,284.69,90,Rain,364,3,7
no,292.88,90,Drizzle,2849,5,3
no,289.39,90,Rain,4420,10,1
no,265.93,40,Mist,271,2,7
no,269.75,75,Clouds,5349,11,6
no,293.77,75,Mist,360,4,2
no,266.57,20,Mist,1457,22,1
no,283.01,90,Mist,5356,8,2
no,265.61,5,Clear,5061,9,5
no,292.94,1,Thunderstorm,250,3,1
no,273.9,90,Fog,1752,22,4
no,267.88,90,Clouds,6307,7,5
no,276.52,90,Snow,6459,17,3
no,291.14,90,Clouds,1129,23,1
no,291.76,0,Clear,844,0,5
no,286.43,90,Rain,5084,13,6
no,295.05,40,Clouds,4597,9,1
no,274.0,64,Fog,5133,14,2
no,274.81,90,Clouds,819,4,1
no,270.61,90,Snow,5793,6,2
no,280.82,1,Clear,843,4,2
